Period,IRF,Lower Conf,Upper Conf,Shock Variable,Response Variable
20,-0.17050839674480917,-1.4752883738362434,1.1342715803466252,3M TBill SA,US IP SA
0,0.0,0.0,0.0,3M TBill SA,US UE SA
1,-0.6114406525007626,-1.1092726564944262,-0.11360864850709912,3M TBill SA,US UE SA
2,0.15717199448534558,-0.5525229555187469,0.866866944489438,3M TBill SA,US UE SA
3,-0.2502529443831801,-0.9689058292532493,0.4683999404868891,3M TBill SA,US UE SA
4,0.05971409913564396,-0.6339671171569754,0.7533953154282633,3M TBill SA,US UE SA
5,0.4621760123959643,-0.289901553424879,1.2142535782168076,3M TBill SA,US UE SA
6,-0.037823610546469044,-0.83288373171106,0.7572365106181218,3M TBill SA,US UE SA
7,0.25701665522948547,-0.5585853660771092,1.0726186765360801,3M TBill SA,US UE SA
8,0.07004170604542448,-0.7183767272823783,0.8584601393732273,3M TBill SA,US UE SA
9,0.14109928814876566,-0.5818379900684767,0.8640365663660079,3M TBill SA,US UE SA
10,0.2382935863973921,-0.46104250538817126,0.9376296781829554,3M TBill SA,US UE SA
11,0.2513422248527831,-0.44319921007912066,0.9458836597846869,3M TBill SA,US UE SA
12,0.14010973320194972,-0.5443215826344271,0.8245410490383266,3M TBill SA,US UE SA
13,0.19083503399653676,-0.48510643275571563,0.8667765007487892,3M TBill SA,US UE SA
14,-0.21321573338112448,-0.890373623367001,0.46394215660475197,3M TBill SA,US UE SA
15,-0.3695721165465873,-1.023020497414199,0.2838762643210243,3M TBill SA,US UE SA
16,-0.27710930546783763,-0.9149307561670654,0.36071214523139017,3M TBill SA,US UE SA
17,-0.37756627159172695,-1.0166885644626587,0.26155602127920485,3M TBill SA,US UE SA
18,-0.011018478049903524,-0.6403713631296067,0.6183344070297997,3M TBill SA,US UE SA
19,0.12796625220891852,-0.4911402441425782,0.7470727485604153,3M TBill SA,US UE SA
20,0.19310621577859075,-0.40237969170956545,0.788592123266747,3M TBill SA,US UE SA
0,0.0,0.0,0.0,3M TBill SA,USDebt SA
1,19.339125869065587,-41.85607311882677,80.53432485695794,3M TBill SA,USDebt SA
2,-6.235801952236354,-82.24296508714986,69.77136118267714,3M TBill SA,USDebt SA
3,-36.276178363198724,-112.23197716228178,39.67962043588433,3M TBill SA,USDebt SA
4,10.171380201753546,-64.26715975422287,84.60992015772997,3M TBill SA,USDebt SA
5,-33.23643610552155,-111.17782959752047,44.704957386477375,3M TBill SA,USDebt SA
6,48.1161613098641,-38.042505982699964,134.27482860242816,3M TBill SA,USDebt SA
7,-7.720576716790424,-96.31308154629471,80.87192811271387,3M TBill SA,USDebt SA
8,-0.7496406579708719,-86.2920286667029,84.79274735076116,3M TBill SA,USDebt SA
9,34.4707369786967,-39.07299248456207,108.01446644195548,3M TBill SA,USDebt SA
10,-32.05937524160693,-105.99719522812059,41.87844474490673,3M TBill SA,USDebt SA
11,9.973611463565248,-62.748687376439065,82.69591030356956,3M TBill SA,USDebt SA
12,17.462774714337073,-52.71696570412227,87.64251513279642,3M TBill SA,USDebt SA
13,-36.26861248554347,-103.71621377899376,31.17898880790682,3M TBill SA,USDebt SA
14,3.6153900658856157,-63.22253730048367,70.4533174322549,3M TBill SA,USDebt SA
15,5.521361334019661,-61.07466556611129,72.11738823415061,3M TBill SA,USDebt SA
16,2.682654601306263,-65.06645235061806,70.4317615532306,3M TBill SA,USDebt SA
17,22.520520301120147,-43.398848401237174,88.43988900347746,3M TBill SA,USDebt SA
18,7.077152463287099,-56.24327502454703,70.39757995112123,3M TBill SA,USDebt SA
19,-20.864175139299874,-80.66947022859193,38.94111994999219,3M TBill SA,USDebt SA
20,-11.794823942901052,-67.7320922380918,44.14244435228969,3M TBill SA,USDebt SA
0,0.0,0.0,0.0,3M TBill SA,USDXY SA
1,-0.45431883313938476,-3.896199522949738,2.9875618566709683,3M TBill SA,USDXY SA
2,-1.380286296194202,-5.177986057683397,2.4174134652949935,3M TBill SA,USDXY SA
3,0.929211990114491,-3.0173458852740676,4.87576986550305,3M TBill SA,USDXY SA
4,-0.6316084540395046,-4.529840991018933,3.266624082939924,3M TBill SA,USDXY SA
5,2.2523838298618295,-1.9667231798675577,6.471490839591217,3M TBill SA,USDXY SA
6,2.360913118788663,-2.10044733885038,6.8222735764277065,3M TBill SA,USDXY SA
7,2.9008814263132385,-1.571267198151483,7.37303005077796,3M TBill SA,USDXY SA
8,0.6646782625522594,-3.7152223555417683,5.044578880646287,3M TBill SA,USDXY SA
9,-1.9466880652656253,-6.208162642295314,2.3147865117640634,3M TBill SA,USDXY SA
10,-1.6906079113587436,-5.459630943156159,2.078415120438672,3M TBill SA,USDXY SA
11,-1.1934740018376746,-5.002793554753327,2.615845551077978,3M TBill SA,USDXY SA
12,0.31176158728190007,-3.5060199885183696,4.12954316308217,3M TBill SA,USDXY SA
13,0.8886263987742669,-2.937699767647768,4.714952565196302,3M TBill SA,USDXY SA
14,0.2832358979466845,-3.6323382747489963,4.198810070642366,3M TBill SA,USDXY SA
15,-1.3308664982981293,-5.069702828997912,2.407969832401653,3M TBill SA,USDXY SA
16,-1.4611534902720302,-5.25246089751343,2.33015391696937,3M TBill SA,USDXY SA
17,-0.9990195779701231,-4.770321055750764,2.7722818998105176,3M TBill SA,USDXY SA
18,-0.5773692825507213,-4.435328134788468,3.2805895696870246,3M TBill SA,USDXY SA
19,1.219145645592982,-2.51024560414786,4.948536895333824,3M TBill SA,USDXY SA
20,1.1032420006462076,-2.449747319650718,4.6562313209431325,3M TBill SA,USDXY SA
0,0.0,0.0,0.0,US CPI SA,3M TBill SA
1,0.008035118871652517,-0.0561782957313564,0.07224853347466144,US CPI SA,3M TBill SA
2,0.011713408300050451,-0.06283860917974048,0.08626542577984138,US CPI SA,3M TBill SA
3,0.006481319247218557,-0.07127279957571053,0.08423543807014766,US CPI SA,3M TBill SA
4,-0.002933943021337675,-0.07984342968378243,0.07397554364110707,US CPI SA,3M TBill SA
5,0.046092365846537676,-0.03810021711998852,0.13028494881306388,US CPI SA,3M TBill SA
6,0.01497209670884437,-0.07582607980577238,0.10577027322346111,US CPI SA,3M TBill SA
7,0.005841447637160673,-0.08621768116223714,0.09790057643655849,US CPI SA,3M TBill SA
8,0.03891586720077328,-0.049504969572493326,0.1273367039740399,US CPI SA,3M TBill SA
9,0.024495985317506054,-0.05438006819859834,0.10337203883361046,US CPI SA,3M TBill SA
10,0.01829535505457942,-0.056670680968304424,0.09326139107746327,US CPI SA,3M TBill SA
11,0.011155524980306575,-0.0642943047463066,0.08660535470691974,US CPI SA,3M TBill SA
12,-0.016328183828563676,-0.08942919375141332,0.05677282609428598,US CPI SA,3M TBill SA
13,-0.022565785125503612,-0.09909468485859663,0.0539631146075894,US CPI SA,3M TBill SA
14,-0.02087324662280048,-0.0963004455443682,0.05455395229876725,US CPI SA,3M TBill SA
15,-0.02098439096551111,-0.10098168452446828,0.05901290259344606,US CPI SA,3M TBill SA
16,-0.00037249411884099706,-0.07865723496403744,0.07791224672635545,US CPI SA,3M TBill SA
17,-0.0010946691794302427,-0.07717363610760793,0.07498429774874744,US CPI SA,3M TBill SA
18,-0.003923442057078784,-0.07339111576054545,0.06554423164638788,US CPI SA,3M TBill SA
19,-0.004419020491125589,-0.06502330569127246,0.05618526470902128,US CPI SA,3M TBill SA
20,-0.0013704128856220266,-0.05871812141953273,0.055977295648288676,US CPI SA,3M TBill SA
0,1.0,1.0,1.0,US CPI SA,US CPI SA
1,0.05172914979501633,-0.19123494193102597,0.29469324152105864,US CPI SA,US CPI SA
2,0.13972892100331952,-0.1406476971258951,0.4201055391325341,US CPI SA,US CPI SA
3,0.21235123757047364,-0.08811855066871604,0.5128210258096633,US CPI SA,US CPI SA
4,-0.5347201897993032,-0.8318238735618809,-0.23761650603672557,US CPI SA,US CPI SA
5,0.15368278005642722,-0.1737668006779749,0.4811323607908293,US CPI SA,US CPI SA
6,0.0017144200767483242,-0.35307875863245664,0.3565075987859533,US CPI SA,US CPI SA
7,-0.2747977662169158,-0.6229748908883179,0.07337935845448629,US CPI SA,US CPI SA
8,0.15265893618524928,-0.19500076190554705,0.5003186342760456,US CPI SA,US CPI SA
9,-0.14857288963159865,-0.5089124637836768,0.2117666845204796,US CPI SA,US CPI SA
10,-0.12748028116277166,-0.4981211398835215,0.2431605775579782,US CPI SA,US CPI SA
11,0.16337855183322653,-0.21138822717035072,0.5381453308368038,US CPI SA,US CPI SA
12,-0.004096013355034428,-0.37600476419221396,0.36781273748214505,US CPI SA,US CPI SA
13,-0.061086705906806794,-0.43257673744349634,0.3104033256298827,US CPI SA,US CPI SA
14,0.1360780965598127,-0.2379613523596599,0.5101175454792853,US CPI SA,US CPI SA
15,0.018740228613854826,-0.34989367279999234,0.387374130027702,US CPI SA,US CPI SA
16,-0.1613753505559354,-0.5200175439634901,0.1972668428516193,US CPI SA,US CPI SA
17,0.16726928665708396,-0.18693121473652752,0.5214697880506954,US CPI SA,US CPI SA
18,-0.21821724040897264,-0.5682845227652126,0.13185004194726732,US CPI SA,US CPI SA
19,-0.1059028420756517,-0.4429232916386549,0.2311176074873515,US CPI SA,US CPI SA
20,0.15704822777703964,-0.1835165144083573,0.4976129699624366,US CPI SA,US CPI SA
0,0.0,0.0,0.0,US CPI SA,US IP SA
1,0.17221086688674286,-0.06093193279173967,0.4053536665652254,US CPI SA,US IP SA
2,-0.10568778643188717,-0.4089035131359071,0.1975279402721328,US CPI SA,US IP SA
3,-0.27359201894903096,-0.589394994168571,0.04221095627050908,US CPI SA,US IP SA
4,0.16636797911088866,-0.14242657170235454,0.4751625299241319,US CPI SA,US IP SA
5,-0.275295461480854,-0.6006275077044496,0.0500365847427417,US CPI SA,US IP SA
6,0.08488586921500696,-0.27515325339511804,0.44492499182513195,US CPI SA,US IP SA
7,0.2615822980934776,-0.09347657447180052,0.6166411706587558,US CPI SA,US IP SA
8,0.019850244080558604,-0.34137598414071724,0.3810764723018344,US CPI SA,US IP SA
9,0.34592006258274915,-0.015020966523537793,0.7068610916890361,US CPI SA,US IP SA
10,0.11823855380510906,-0.2650508659274186,0.5015279735376368,US CPI SA,US IP SA
11,0.03341602247752509,-0.35550477440274586,0.4223368193577961,US CPI SA,US IP SA
12,-0.01864500356801753,-0.40833564504059733,0.3710456379045623,US CPI SA,US IP SA
13,-0.21051567978283864,-0.5886133954562497,0.1675820358905724,US CPI SA,US IP SA
14,-0.12775916648995295,-0.4930012173450821,0.23748288436517623,US CPI SA,US IP SA
15,-0.21023715088635447,-0.5791938887108433,0.15871958693813437,US CPI SA,US IP SA
16,-0.10653354303014279,-0.45646659160895686,0.2433995055486713,US CPI SA,US IP SA
17,-0.03177588570440823,-0.3736430022232261,0.3100912308144097,US CPI SA,US IP SA
18,-0.10840572562215864,-0.44644251133116475,0.2296310600868475,US CPI SA,US IP SA
19,0.16893125019620853,-0.16443836230418418,0.5023008626966012,US CPI SA,US IP SA
20,-0.015580767715074169,-0.3509917472193444,0.3198302117891961,US CPI SA,US IP SA
0,0.0,0.0,0.0,US CPI SA,US UE SA
1,-0.10881372924740554,-0.21748333186458657,-0.00014412663022451977,US CPI SA,US UE SA
2,0.03684846067670412,-0.12080000299280348,0.19449692434621174,US CPI SA,US UE SA
3,0.016557833366274782,-0.14942063925342858,0.18253630598597814,US CPI SA,US UE SA
4,-0.08099567184050249,-0.24707960889900443,0.08508826521799945,US CPI SA,US UE SA
5,0.09341499108852766,-0.08707861050751697,0.2739085926845723,US CPI SA,US UE SA
6,-0.014242175556261914,-0.20650007593571496,0.1780157248231911,US CPI SA,US UE SA
7,0.044263315800423295,-0.14883677181836946,0.23736340341921608,US CPI SA,US UE SA
8,0.03188695981836691,-0.15920908140032136,0.22298300103705515,US CPI SA,US UE SA
9,-0.035559904737331754,-0.22483727815386004,0.15371746867919653,US CPI SA,US UE SA
10,-0.04610228545194577,-0.24458421417444245,0.1523796432705509,US CPI SA,US UE SA
11,-0.039369137764425396,-0.2357413908016151,0.15700311527276434,US CPI SA,US UE SA
12,-0.08333151117556584,-0.28444388279054067,0.117780860439409,US CPI SA,US UE SA
13,0.059800884652303064,-0.12985674768476146,0.2494585169893676,US CPI SA,US UE SA
14,0.0009402707757455216,-0.18155072142060472,0.18343126297209575,US CPI SA,US UE SA
15,0.02282062217044764,-0.1578998218264998,0.2035410661673951,US CPI SA,US UE SA
16,0.11816674552359376,-0.05755146704640031,0.29388495809358783,US CPI SA,US UE SA
17,-0.054730275235180176,-0.22298532386487235,0.113524773394512,US CPI SA,US UE SA
18,0.08858730573449675,-0.07772023033327813,0.2548948418022716,US CPI SA,US UE SA
19,-0.032261418337526035,-0.18903796149870172,0.12451512482364964,US CPI SA,US UE SA
20,-0.03065430960105004,-0.18610765840111423,0.12479903919901417,US CPI SA,US UE SA
0,0.0,0.0,0.0,US CPI SA,USDebt SA
1,2.214568216213737,-11.143468034461348,15.572604466888821,US CPI SA,USDebt SA
2,-3.870020827821134,-20.853920280779224,13.113878625136957,US CPI SA,USDebt SA
3,7.526485197330544,-10.636545850849952,25.68951624551104,US CPI SA,USDebt SA
4,-14.988420785768824,-33.73470236229059,3.7578607907529467,US CPI SA,USDebt SA
5,22.031375449768788,1.9811030459479113,42.081647853589665,US CPI SA,USDebt SA
6,-3.5805054300054033,-25.67418548253026,18.513174622519454,US CPI SA,USDebt SA
7,-6.518810878707082,-28.819532354264943,15.781910596850778,US CPI SA,USDebt SA
8,10.524627776336828,-11.529367090897267,32.578622643570924,US CPI SA,USDebt SA
9,-19.816973433694493,-41.86378657336906,2.2298397059800763,US CPI SA,USDebt SA
10,8.111496842597923,-14.096118372854225,30.31911205805007,US CPI SA,USDebt SA
11,-0.8905015532290679,-23.111470663621493,21.330467557163356,US CPI SA,USDebt SA
12,3.807660686004202,-17.880507998358475,25.495829370366877,US CPI SA,USDebt SA
13,-0.5722304886493239,-21.23453405406173,20.09007307676308,US CPI SA,USDebt SA
14,-0.16781454674799434,-20.349911925521567,20.01428283202558,US CPI SA,USDebt SA
15,-0.7320199984574464,-21.087261091262008,19.623221094347116,US CPI SA,USDebt SA
16,-4.6357778821370115,-25.02464093714049,15.753085172866465,US CPI SA,USDebt SA
17,5.903281564639803,-14.06542817262706,25.871991301906668,US CPI SA,USDebt SA
18,-2.4696485092081013,-21.625670411636264,16.68637339322006,US CPI SA,USDebt SA
19,0.06823100031946394,-18.20617806142259,18.34264006206152,US CPI SA,USDebt SA
20,3.911071869833644,-13.671206439591664,21.493350179258954,US CPI SA,USDebt SA
0,0.0,0.0,0.0,US CPI SA,USDXY SA
1,-0.22901302683407182,-0.9803263289459239,0.5223002752777801,US CPI SA,USDXY SA
2,1.2049410287516318,0.35224512254047124,2.057636934962792,US CPI SA,USDXY SA
3,0.5462614468484291,-0.35902258737074566,1.4515454810676038,US CPI SA,USDXY SA
4,0.3145036084329415,-0.5829342804777973,1.2119414973436804,US CPI SA,USDXY SA
5,0.0812804317516801,-0.8947714768302537,1.057332340333614,US CPI SA,USDXY SA
6,-0.5203441476456921,-1.5442569683911858,0.5035686730998016,US CPI SA,USDXY SA
7,-0.5244033397850139,-1.5271172364291736,0.4783105568591459,US CPI SA,USDXY SA
8,-0.21224570850228222,-1.2282623684810021,0.8037709514764377,US CPI SA,USDXY SA
9,-0.013753149400548854,-1.0149847609122802,0.9874784621111824,US CPI SA,USDXY SA
10,0.1303642847356104,-0.8694387847298874,1.1301673542011084,US CPI SA,USDXY SA
11,-0.2939067263169568,-1.3358969324624776,0.748083479828564,US CPI SA,USDXY SA
12,0.03915517355136021,-1.0089006856374496,1.08721103274017,US CPI SA,USDXY SA
13,-0.19791519471354954,-1.1869330699693084,0.7911026805422093,US CPI SA,USDXY SA
14,-0.4129804373725135,-1.3803487645923187,0.5543878898472916,US CPI SA,USDXY SA
15,0.76644206641756,-0.19506034420735985,1.7279444770424797,US CPI SA,USDXY SA
16,0.09173761182177367,-0.8431088919615033,1.0265841156050506,US CPI SA,USDXY SA
17,0.3671950587790046,-0.5702422125943402,1.3046323301523493,US CPI SA,USDXY SA
18,0.3417217779045505,-0.5964337410640547,1.2798772968731558,US CPI SA,USDXY SA
19,-0.43075467661968647,-1.3553293013818184,0.49381994814244545,US CPI SA,USDXY SA
20,-0.38433430672009317,-1.2866702957427014,0.5180016823025152,US CPI SA,USDXY SA
0,0.0,0.0,0.0,US IP SA,3M TBill SA
1,0.04562538321589952,-0.0367631544011067,0.12801392083290575,US IP SA,3M TBill SA
2,0.015014029088696347,-0.077958851712461,0.10798690988985371,US IP SA,3M TBill SA
3,0.060187348807495065,-0.02758171014469312,0.14795640775968324,US IP SA,3M TBill SA
4,0.018033259215977326,-0.07465536306247006,0.11072188149442472,US IP SA,3M TBill SA
5,0.014893820693572622,-0.07629946916963999,0.10608711055678523,US IP SA,3M TBill SA
6,-0.03526212136689076,-0.12659230444187658,0.05606806170809506,US IP SA,3M TBill SA
7,-0.008371736705341123,-0.09797171812946472,0.08122824471878247,US IP SA,3M TBill SA
8,0.01167654604470052,-0.0773949284165929,0.10074802050599393,US IP SA,3M TBill SA
9,-0.008211682763070756,-0.0891754757896202,0.07275211026347869,US IP SA,3M TBill SA
10,0.020270957976329083,-0.057895215735850644,0.0984371316885088,US IP SA,3M TBill SA
11,-0.0036636979732609983,-0.08145203789388251,0.07412464194736053,US IP SA,3M TBill SA
12,-0.016191358737704834,-0.09292216847342093,0.060539450998011266,US IP SA,3M TBill SA
13,-0.026714950441629574,-0.1011527302272687,0.04772282934400956,US IP SA,3M TBill SA
14,-0.032623315595768754,-0.10611675914581714,0.040870127954279634,US IP SA,3M TBill SA
15,-0.03028874341945318,-0.10270615841074493,0.042128671571838576,US IP SA,3M TBill SA
16,-0.00684406513795904,-0.07592475679659706,0.062236626520678975,US IP SA,3M TBill SA
17,0.0031451551197727162,-0.06413982544085646,0.07043013568040189,US IP SA,3M TBill SA
18,0.013732400329245574,-0.05074372176314874,0.07820852242163989,US IP SA,3M TBill SA
19,0.02023392238011018,-0.0380323144122038,0.07850015917242417,US IP SA,3M TBill SA
20,0.012739346427959878,-0.04521349738187573,0.0706921902377955,US IP SA,3M TBill SA
0,0.0,0.0,0.0,US IP SA,US CPI SA
1,0.36081059219007516,0.04907734557006427,0.6725438388100861,US IP SA,US CPI SA
2,0.1492704853961561,-0.2029980314463347,0.5015390022386469,US IP SA,US CPI SA
3,0.052019664252850525,-0.29539526588493564,0.3994345943906367,US IP SA,US CPI SA
4,-0.014707053945504811,-0.3670707038289669,0.33765659593795727,US IP SA,US CPI SA
5,-0.3025118631229947,-0.6825099177985194,0.07748619155253,US IP SA,US CPI SA
6,-0.127307055038697,-0.5264253007660991,0.2718111906887051,US IP SA,US CPI SA
7,-0.07425961319442781,-0.46810594664768035,0.31958672025882473,US IP SA,US CPI SA
8,0.1792498068795315,-0.2045472076699915,0.5630468214290545,US IP SA,US CPI SA
9,-0.21711114211709798,-0.619969835945881,0.185747551711685,US IP SA,US CPI SA
10,-0.02626238901784851,-0.4358047116066094,0.3832799335709124,US IP SA,US CPI SA
11,0.006311565464131998,-0.40942345816694475,0.4220465890952087,US IP SA,US CPI SA
12,-0.3514396110073261,-0.7578075221945707,0.054928300179918454,US IP SA,US CPI SA
13,0.31425570504071554,-0.09372673884163862,0.7222381489230697,US IP SA,US CPI SA
14,0.02575362216393283,-0.38113640530445475,0.43264364963232044,US IP SA,US CPI SA
15,0.03496312782668772,-0.36487001569452565,0.43479627134790105,US IP SA,US CPI SA
16,0.1644894377804017,-0.20972892185246012,0.5387077974132635,US IP SA,US CPI SA
17,-0.014696804276773168,-0.39371790211598406,0.36432429356243773,US IP SA,US CPI SA
18,-0.023974905475144137,-0.39138226671461873,0.34343245576433046,US IP SA,US CPI SA
19,0.012317652811222261,-0.3528090788495907,0.3774443844720352,US IP SA,US CPI SA
20,0.03721881706569008,-0.3228410454226292,0.39727867955400936,US IP SA,US CPI SA
0,1.0,1.0,1.0,US IP SA,US IP SA
1,0.4307784380937521,0.13164632621031486,0.7299105499771894,US IP SA,US IP SA
2,0.23518874301196094,-0.14544703851091126,0.6158245245348332,US IP SA,US IP SA
3,0.06666075359009507,-0.30100265782056534,0.43432416500075544,US IP SA,US IP SA
4,-0.26852431328902315,-0.6399149989723281,0.1028663723942817,US IP SA,US IP SA
5,-0.3065318864179353,-0.6900216512498056,0.07695787841393509,US IP SA,US IP SA
6,-0.15831073695343312,-0.5762099823859463,0.2595885084790801,US IP SA,US IP SA
7,-0.22147528379026202,-0.6337131646162731,0.19076259703574908,US IP SA,US IP SA
8,-0.09449616856857612,-0.5137166462676173,0.324724309130465,US IP SA,US IP SA
9,0.051287693504663515,-0.3735645090236595,0.4761398960329865,US IP SA,US IP SA
10,0.03410658286470992,-0.40366726679573645,0.47188043252515627,US IP SA,US IP SA
11,0.19345517234908124,-0.24707687092722033,0.6339872156253828,US IP SA,US IP SA
12,0.048479615193659883,-0.38406631298775434,0.48102554337507414,US IP SA,US IP SA
13,-0.08221042992536873,-0.4912472338317193,0.3268263739809818,US IP SA,US IP SA
14,-0.0605905201442794,-0.4570424721313626,0.3358614318428038,US IP SA,US IP SA
15,-0.10122016894410422,-0.5042530448652817,0.30181270697707324,US IP SA,US IP SA
16,-0.07294712990987906,-0.45908782755188154,0.3131935677321234,US IP SA,US IP SA
17,0.10783296188476338,-0.26822129609698253,0.4838872198665093,US IP SA,US IP SA
18,0.05487782276675513,-0.3162460566015286,0.42600170213503885,US IP SA,US IP SA
19,0.05017097626190596,-0.3137570776679854,0.41409903019179733,US IP SA,US IP SA
20,0.01300174947830678,-0.3454455852563659,0.37144908421297945,US IP SA,US IP SA
0,0.0,0.0,0.0,US IP SA,US UE SA
1,-0.25815405657172996,-0.3975817711451146,-0.11872634199834531,US IP SA,US UE SA
2,0.02697013861636416,-0.17373084697708277,0.2276711242098111,US IP SA,US UE SA
3,0.0011589280192233486,-0.20105055328120433,0.20336840931965103,US IP SA,US UE SA
4,-0.15481444505487954,-0.346654790893123,0.03702590078336393,US IP SA,US UE SA
5,0.09284393763200399,-0.12224854378369435,0.3079364190477023,US IP SA,US UE SA
6,-0.08693152601579199,-0.30943679447360106,0.13557374244201711,US IP SA,US UE SA
7,0.15863737342367182,-0.0684926462675019,0.38576739311484554,US IP SA,US UE SA
