Variable,Lag Length,Lag,ACF Value,ACF Conf Int Low,ACF Conf Int High,PACF Value,PACF Conf Int Low,PACF Conf Int High
3M TBill SA,7,18,0.006161123,-0.187733952,0.187733952,0.01986332,-0.187733952,0.187733952
3M TBill SA,7,19,0.008169732,-0.187733952,0.187733952,-0.035693763,-0.187733952,0.187733952
3M TBill SA,7,20,-0.067399466,-0.187733952,0.187733952,-0.134088223,-0.187733952,0.187733952
US CPI SA,7,0,1,-0.187733952,0.187733952,1,-0.187733952,0.187733952
US CPI SA,7,1,0.032736727,-0.187733952,0.187733952,0.033039845,-0.187733952,0.187733952
US CPI SA,7,2,0.021313775,-0.187733952,0.187733952,0.020643066,-0.187733952,0.187733952
US CPI SA,7,3,0.065566951,-0.187733952,0.187733952,0.06613837,-0.187733952,0.187733952
US CPI SA,7,4,-0.14271826,-0.187733952,0.187733952,-0.153736414,-0.187733952,0.187733952
US CPI SA,7,5,0.119473575,-0.187733952,0.187733952,0.137454804,-0.187733952,0.187733952
US CPI SA,7,6,0.029921099,-0.187733952,0.187733952,0.020917697,-0.187733952,0.187733952
US CPI SA,7,7,-0.002352303,-0.187733952,0.187733952,0.011251403,-0.187733952,0.187733952
US CPI SA,7,8,-0.116089382,-0.187733952,0.187733952,-0.176370766,-0.187733952,0.187733952
US CPI SA,7,9,-0.06846775,-0.187733952,0.187733952,-0.022185515,-0.187733952,0.187733952
US CPI SA,7,10,-0.040412462,-0.187733952,0.187733952,-0.046919592,-0.187733952,0.187733952
US CPI SA,7,11,-0.113021956,-0.187733952,0.187733952,-0.109122732,-0.187733952,0.187733952
US CPI SA,7,12,-0.089050847,-0.187733952,0.187733952,-0.14355443,-0.187733952,0.187733952
US CPI SA,7,13,-0.049188853,-0.187733952,0.187733952,-0.015222217,-0.187733952,0.187733952
US CPI SA,7,14,0.097221691,-0.187733952,0.187733952,0.158791029,-0.187733952,0.187733952
US CPI SA,7,15,0.028646939,-0.187733952,0.187733952,0.02138509,-0.187733952,0.187733952
US CPI SA,7,16,-0.206448219,-0.187733952,0.187733952,-0.312088901,-0.187733952,0.187733952
US CPI SA,7,17,0.042874851,-0.187733952,0.187733952,0.077488785,-0.187733952,0.187733952
US CPI SA,7,18,-0.045903971,-0.187733952,0.187733952,0.024146011,-0.187733952,0.187733952
US CPI SA,7,19,0.043534186,-0.187733952,0.187733952,0.038492572,-0.187733952,0.187733952
US CPI SA,7,20,0.138926096,-0.187733952,0.187733952,-0.030931036,-0.187733952,0.187733952
US IP SA,7,0,1,-0.187733952,0.187733952,1,-0.187733952,0.187733952
US IP SA,7,1,0.017026022,-0.187733952,0.187733952,0.017183671,-0.187733952,0.187733952
US IP SA,7,2,-0.079408747,-0.187733952,0.187733952,-0.081212282,-0.187733952,0.187733952
US IP SA,7,3,0.099378754,-0.187733952,0.187733952,0.105818774,-0.187733952,0.187733952
US IP SA,7,4,-0.171470947,-0.187733952,0.187733952,-0.192799083,-0.187733952,0.187733952
US IP SA,7,5,-0.048822466,-0.187733952,0.187733952,-0.02143393,-0.187733952,0.187733952
US IP SA,7,6,0.030095892,-0.187733952,0.187733952,-0.009990968,-0.187733952,0.187733952
US IP SA,7,7,-0.122108357,-0.187733952,0.187733952,-0.104940261,-0.187733952,0.187733952
US IP SA,7,8,-0.213499167,-0.187733952,0.187733952,-0.261925527,-0.187733952,0.187733952
US IP SA,7,9,-0.022825394,-0.187733952,0.187733952,-0.057883248,-0.187733952,0.187733952
US IP SA,7,10,0.027353991,-0.187733952,0.187733952,0.008212397,-0.187733952,0.187733952
US IP SA,7,11,-0.052345994,-0.187733952,0.187733952,-0.07943393,-0.187733952,0.187733952
US IP SA,7,12,0.059168023,-0.187733952,0.187733952,-0.032271995,-0.187733952,0.187733952
US IP SA,7,13,-0.047976978,-0.187733952,0.187733952,-0.122813902,-0.187733952,0.187733952
US IP SA,7,14,-0.034620611,-0.187733952,0.187733952,-0.039710585,-0.187733952,0.187733952
US IP SA,7,15,-0.001906503,-0.187733952,0.187733952,-0.129438414,-0.187733952,0.187733952
US IP SA,7,16,-0.180051628,-0.187733952,0.187733952,-0.335145157,-0.187733952,0.187733952
US IP SA,7,17,0.058726007,-0.187733952,0.187733952,-0.024553531,-0.187733952,0.187733952
US IP SA,7,18,0.082638889,-0.187733952,0.187733952,-0.003557567,-0.187733952,0.187733952
US IP SA,7,19,-0.001776665,-0.187733952,0.187733952,-0.054556266,-0.187733952,0.187733952
US IP SA,7,20,0.0715159,-0.187733952,0.187733952,-0.090088186,-0.187733952,0.187733952
US Unemployment SA,7,0,1,-0.187733952,0.187733952,1,-0.187733952,0.187733952
US Unemployment SA,7,1,0.034906237,-0.187733952,0.187733952,0.035229443,-0.187733952,0.187733952
US Unemployment SA,7,2,-0.12112181,-0.187733952,0.187733952,-0.124781751,-0.187733952,0.187733952
US Unemployment SA,7,3,-0.029938565,-0.187733952,0.187733952,-0.021867888,-0.187733952,0.187733952
US Unemployment SA,7,4,-0.000116902,-0.187733952,0.187733952,-0.013741654,-0.187733952,0.187733952
US Unemployment SA,7,5,0.023812839,-0.187733952,0.187733952,0.019279743,-0.187733952,0.187733952
US Unemployment SA,7,6,0.006158411,-0.187733952,0.187733952,0.002583155,-0.187733952,0.187733952
US Unemployment SA,7,7,-0.107697999,-0.187733952,0.187733952,-0.112368412,-0.187733952,0.187733952
US Unemployment SA,7,8,-0.13733793,-0.187733952,0.187733952,-0.141980889,-0.187733952,0.187733952
US Unemployment SA,7,9,0.211819129,-0.187733952,0.187733952,0.223123005,-0.187733952,0.187733952
US Unemployment SA,7,10,0.060960042,-0.187733952,0.187733952,0.010985936,-0.187733952,0.187733952
US Unemployment SA,7,11,-0.051152868,-0.187733952,0.187733952,-0.022062934,-0.187733952,0.187733952
US Unemployment SA,7,12,-0.241227895,-0.187733952,0.187733952,-0.275699595,-0.187733952,0.187733952
US Unemployment SA,7,13,-0.028372939,-0.187733952,0.187733952,-0.005343982,-0.187733952,0.187733952
US Unemployment SA,7,14,0.116374172,-0.187733952,0.187733952,0.0869814,-0.187733952,0.187733952
US Unemployment SA,7,15,-0.004972528,-0.187733952,0.187733952,-0.055752668,-0.187733952,0.187733952
US Unemployment SA,7,16,-0.194231406,-0.187733952,0.187733952,-0.24695448,-0.187733952,0.187733952
US Unemployment SA,7,17,-0.016282644,-0.187733952,0.187733952,0.076031929,-0.187733952,0.187733952
US Unemployment SA,7,18,0.021608301,-0.187733952,0.187733952,-0.044362153,-0.187733952,0.187733952
US Unemployment SA,7,19,0.042836127,-0.187733952,0.187733952,-0.013064497,-0.187733952,0.187733952
US Unemployment SA,7,20,0.035401633,-0.187733952,0.187733952,-0.086847042,-0.187733952,0.187733952
USDebt SA,7,0,1,-0.187733952,0.187733952,1,-0.187733952,0.187733952
USDebt SA,7,1,-0.000967307,-0.187733952,0.187733952,-0.000976263,-0.187733952,0.187733952
USDebt SA,7,2,-0.063291959,-0.187733952,0.187733952,-0.064476,-0.187733952,0.187733952
USDebt SA,7,3,-0.033233452,-0.187733952,0.187733952,-0.034447205,-0.187733952,0.187733952
USDebt SA,7,4,-0.168512117,-0.187733952,0.187733952,-0.180198287,-0.187733952,0.187733952
USDebt SA,7,5,0.099286472,-0.187733952,0.187733952,0.101175011,-0.187733952,0.187733952
USDebt SA,7,6,0.036739374,-0.187733952,0.187733952,0.01351913,-0.187733952,0.187733952
USDebt SA,7,7,-0.00586438,-0.187733952,0.187733952,-0.00370894,-0.187733952,0.187733952
USDebt SA,7,8,-0.084790356,-0.187733952,0.187733952,-0.118402947,-0.187733952,0.187733952
USDebt SA,7,9,-0.065652917,-0.187733952,0.187733952,-0.035184509,-0.187733952,0.187733952
USDebt SA,7,10,0.012518165,-0.187733952,0.187733952,-0.001236563,-0.187733952,0.187733952
USDebt SA,7,11,0.188686751,-0.187733952,0.187733952,0.203734426,-0.187733952,0.187733952
USDebt SA,7,12,-0.195761176,-0.187733952,0.187733952,-0.289560825,-0.187733952,0.187733952
USDebt SA,7,13,-0.110693381,-0.187733952,0.187733952,-0.099536701,-0.187733952,0.187733952
USDebt SA,7,14,-0.008679189,-0.187733952,0.187733952,-0.013490586,-0.187733952,0.187733952
USDebt SA,7,15,-0.125960704,-0.187733952,0.187733952,-0.095142032,-0.187733952,0.187733952
USDebt SA,7,16,0.156008152,-0.187733952,0.187733952,0.046548887,-0.187733952,0.187733952
USDebt SA,7,17,-0.114664146,-0.187733952,0.187733952,-0.215631671,-0.187733952,0.187733952
USDebt SA,7,18,-0.138095466,-0.187733952,0.187733952,-0.174097022,-0.187733952,0.187733952
USDebt SA,7,19,-0.038322767,-0.187733952,0.187733952,-0.054541599,-0.187733952,0.187733952
USDebt SA,7,20,-0.106134043,-0.187733952,0.187733952,-0.165747279,-0.187733952,0.187733952
USDXY SA,7,0,1,-0.187733952,0.187733952,1,-0.187733952,0.187733952
USDXY SA,7,1,0.039798431,-0.187733952,0.187733952,0.040166935,-0.187733952,0.187733952
USDXY SA,7,2,0.014952764,-0.187733952,0.187733952,0.013640881,-0.187733952,0.187733952
USDXY SA,7,3,0.022461886,-0.187733952,0.187733952,0.021985756,-0.187733952,0.187733952
USDXY SA,7,4,-0.04114023,-0.187733952,0.187733952,-0.044795476,-0.187733952,0.187733952
USDXY SA,7,5,-0.101995093,-0.187733952,0.187733952,-0.104495641,-0.187733952,0.187733952
USDXY SA,7,6,-0.025962548,-0.187733952,0.187733952,-0.019044997,-0.187733952,0.187733952
USDXY SA,7,7,0.020750344,-0.187733952,0.187733952,0.029536479,-0.187733952,0.187733952
USDXY SA,7,8,-0.261615793,-0.187733952,0.187733952,-0.284617917,-0.187733952,0.187733952
USDXY SA,7,9,-0.095016866,-0.187733952,0.187733952,-0.10009322,-0.187733952,0.187733952
USDXY SA,7,10,-0.090785922,-0.187733952,0.187733952,-0.11139255,-0.187733952,0.187733952
USDXY SA,7,11,-0.026076696,-0.187733952,0.187733952,-0.022790349,-0.187733952,0.187733952
USDXY SA,7,12,-0.22552348,-0.187733952,0.187733952,-0.310907963,-0.187733952,0.187733952
USDXY SA,7,13,0.212500359,-0.187733952,0.187733952,0.21343252,-0.187733952,0.187733952
USDXY SA,7,14,-0.046657067,-0.187733952,0.187733952,-0.170286003,-0.187733952,0.187733952
USDXY SA,7,15,0.027464098,-0.187733952,0.187733952,0.059063507,-0.187733952,0.187733952
USDXY SA,7,16,0.116059032,-0.187733952,0.187733952,-0.024692833,-0.187733952,0.187733952
USDXY SA,7,17,0.035320516,-0.187733952,0.187733952,-0.012210976,-0.187733952,0.187733952
USDXY SA,7,18,0.027801944,-0.187733952,0.187733952,-0.050853008,-0.187733952,0.187733952
USDXY SA,7,19,0.049465477,-0.187733952,0.187733952,0.079358112,-0.187733952,0.187733952
USDXY SA,7,20,0.172600817,-0.187733952,0.187733952,0.035076694,-0.187733952,0.187733952
3M TBill SA,8,0,1,-0.188601088,0.188601088,1,-0.188601088,0.188601088
3M TBill SA,8,1,-0.002211167,-0.188601088,0.188601088,-0.002231832,-0.188601088,0.188601088
3M TBill SA,8,2,0.035704927,-0.188601088,0.188601088,0.036373805,-0.188601088,0.188601088
3M TBill SA,8,3,-0.007822156,-0.188601088,0.188601088,-0.007896715,-0.188601088,0.188601088
3M TBill SA,8,4,0.048215393,-0.188601088,0.188601088,0.048782426,-0.188601088,0.188601088
3M TBill SA,8,5,-0.045761404,-0.188601088,0.188601088,-0.047416339,-0.188601088,0.188601088
3M TBill SA,8,6,-0.159419596,-0.188601088,0.188601088,-0.173439501,-0.188601088,0.188601088
3M TBill SA,8,7,0.046207341,-0.188601088,0.188601088,0.054293679,-0.188601088,0.188601088
3M TBill SA,8,8,0.001683416,-0.188601088,0.188601088,0.012612815,-0.188601088,0.188601088
3M TBill SA,8,9,-0.002260962,-0.188601088,0.188601088,-0.004876586,-0.188601088,0.188601088
3M TBill SA,8,10,0.112360454,-0.188601088,0.188601088,0.145350887,-0.188601088,0.188601088
3M TBill SA,8,11,-0.093556145,-0.188601088,0.188601088,-0.134206536,-0.188601088,0.188601088
3M TBill SA,8,12,-0.013400892,-0.188601088,0.188601088,-0.053560191,-0.188601088,0.188601088
3M TBill SA,8,13,-0.132310823,-0.188601088,0.188601088,-0.12538869,-0.188601088,0.188601088
3M TBill SA,8,14,-0.099834354,-0.188601088,0.188601088,-0.145097196,-0.188601088,0.188601088
3M TBill SA,8,15,-0.046159561,-0.188601088,0.188601088,-0.014758236,-0.188601088,0.188601088
3M TBill SA,8,16,0.013503857,-0.188601088,0.188601088,0.069834722,-0.188601088,0.188601088
3M TBill SA,8,17,-0.018392191,-0.188601088,0.188601088,-0.06463451,-0.188601088,0.188601088
3M TBill SA,8,18,0.001541275,-0.188601088,0.188601088,0.005932061,-0.188601088,0.188601088
3M TBill SA,8,19,-0.002571052,-0.188601088,0.188601088,-0.062093933,-0.188601088,0.188601088
3M TBill SA,8,20,-0.044535601,-0.188601088,0.188601088,-0.139475444,-0.188601088,0.188601088
US CPI SA,8,0,1,-0.188601088,0.188601088,1,-0.188601088,0.188601088
US CPI SA,8,1,0.101576871,-0.188601088,0.188601088,0.102526188,-0.188601088,0.188601088
US CPI SA,8,2,-0.038217995,-0.188601088,0.188601088,-0.049976038,-0.188601088,0.188601088
US CPI SA,8,3,0.039163147,-0.188601088,0.188601088,0.050250137,-0.188601088,0.188601088
US CPI SA,8,4,-0.094612273,-0.188601088,0.188601088,-0.111726345,-0.188601088,0.188601088
US CPI SA,8,5,-0.019983601,-0.188601088,0.188601088,0.006986533,-0.188601088,0.188601088
US CPI SA,8,6,-0.055875709,-0.188601088,0.188601088,-0.072463854,-0.188601088,0.188601088
US CPI SA,8,7,-0.056471534,-0.188601088,0.188601088,-0.036758231,-0.188601088,0.188601088
US CPI SA,8,8,-0.071144329,-0.188601088,0.188601088,-0.086332194,-0.188601088,0.188601088
US CPI SA,8,9,0.018016576,-0.188601088,0.188601088,0.039052129,-0.188601088,0.188601088
US CPI SA,8,10,0.045940515,-0.188601088,0.188601088,0.026846131,-0.188601088,0.188601088
US CPI SA,8,11,-0.059823936,-0.188601088,0.188601088,-0.077024422,-0.188601088,0.188601088
US CPI SA,8,12,-0.192319202,-0.188601088,0.188601088,-0.231456633,-0.188601088,0.188601088
US CPI SA,8,13,0.054442667,-0.188601088,0.188601088,0.105446159,-0.188601088,0.188601088
US CPI SA,8,14,0.188773707,-0.188601088,0.188601088,0.200352862,-0.188601088,0.188601088
US CPI SA,8,15,-0.002907801,-0.188601088,0.188601088,-0.040587318,-0.188601088,0.188601088
US CPI SA,8,16,-0.168079187,-0.188601088,0.188601088,-0.288290622,-0.188601088,0.188601088
US CPI SA,8,17,-0.028611843,-0.188601088,0.188601088,0.005587867,-0.188601088,0.188601088
US CPI SA,8,18,-0.030032296,-0.188601088,0.188601088,0.018159899,-0.188601088,0.188601088
US CPI SA,8,19,0.028219413,-0.188601088,0.188601088,0.059642423,-0.188601088,0.188601088
US CPI SA,8,20,0.075517981,-0.188601088,0.188601088,0.000322613,-0.188601088,0.188601088
US IP SA,8,0,1,-0.188601088,0.188601088,1,-0.188601088,0.188601088
US IP SA,8,1,0.076877864,-0.188601088,0.188601088,0.077596348,-0.188601088,0.188601088
US IP SA,8,2,0.012236189,-0.188601088,0.188601088,0.006484914,-0.188601088,0.188601088
US IP SA,8,3,0.0621102,-0.188601088,0.188601088,0.06280121,-0.188601088,0.188601088
US IP SA,8,4,-0.092230947,-0.188601088,0.188601088,-0.106635535,-0.188601088,0.188601088
US IP SA,8,5,-0.05869873,-0.188601088,0.188601088,-0.047293013,-0.188601088,0.188601088
US IP SA,8,6,0.002537508,-0.188601088,0.188601088,0.008616083,-0.188601088,0.188601088
US IP SA,8,7,-0.158519118,-0.188601088,0.188601088,-0.159860707,-0.188601088,0.188601088
US IP SA,8,8,-0.143927399,-0.188601088,0.188601088,-0.138878461,-0.188601088,0.188601088
US IP SA,8,9,-0.000784025,-0.188601088,0.188601088,0.01001179,-0.188601088,0.188601088
US IP SA,8,10,0.045647742,-0.188601088,0.188601088,0.074110656,-0.188601088,0.188601088
US IP SA,8,11,-0.055645617,-0.188601088,0.188601088,-0.089792806,-0.188601088,0.188601088
US IP SA,8,12,-0.051746333,-0.188601088,0.188601088,-0.104588502,-0.188601088,0.188601088
US IP SA,8,13,-0.093333642,-0.188601088,0.188601088,-0.121409121,-0.188601088,0.188601088
US IP SA,8,14,-0.058208026,-0.188601088,0.188601088,-0.059787479,-0.188601088,0.188601088
US IP SA,8,15,-0.034903236,-0.188601088,0.188601088,-0.091291032,-0.188601088,0.188601088
US IP SA,8,16,-0.173442824,-0.188601088,0.188601088,-0.266853018,-0.188601088,0.188601088
US IP SA,8,17,0.002946876,-0.188601088,0.188601088,0.004835708,-0.188601088,0.188601088
US IP SA,8,18,-0.00201093,-0.188601088,0.188601088,-0.042909061,-0.188601088,0.188601088
US IP SA,8,19,0.101491108,-0.188601088,0.188601088,0.075837216,-0.188601088,0.188601088
US IP SA,8,20,0.108162478,-0.188601088,0.188601088,-0.015467651,-0.188601088,0.188601088
US Unemployment SA,8,0,1,-0.188601088,0.188601088,1,-0.188601088,0.188601088
US Unemployment SA,8,1,0.034330093,-0.188601088,0.188601088,0.034650935,-0.188601088,0.188601088
US Unemployment SA,8,2,0.071984756,-0.188601088,0.188601088,0.072228996,-0.188601088,0.188601088
US Unemployment SA,8,3,0.031132438,-0.188601088,0.188601088,0.027336562,-0.188601088,0.188601088
US Unemployment SA,8,4,0.007267617,-0.188601088,0.188601088,0.000403538,-0.188601088,0.188601088
US Unemployment SA,8,5,0.047536536,-0.188601088,0.188601088,0.045641132,-0.188601088,0.188601088
US Unemployment SA,8,6,0.015607407,-0.188601088,0.188601088,0.012326922,-0.188601088,0.188601088
US Unemployment SA,8,7,-0.06589392,-0.188601088,0.188601088,-0.079051943,-0.188601088,0.188601088
US Unemployment SA,8,8,-0.100559065,-0.188601088,0.188601088,-0.110529783,-0.188601088,0.188601088
US Unemployment SA,8,9,0.187445913,-0.188601088,0.188601088,0.226161599,-0.188601088,0.188601088
US Unemployment SA,8,10,-0.036812494,-0.188601088,0.188601088,-0.040529363,-0.188601088,0.188601088
US Unemployment SA,8,11,-0.039842569,-0.188601088,0.188601088,-0.077484261,-0.188601088,0.188601088
US Unemployment SA,8,12,-0.229448215,-0.188601088,0.188601088,-0.271908999,-0.188601088,0.188601088
US Unemployment SA,8,13,-0.023568924,-0.188601088,0.188601088,0.027541158,-0.188601088,0.188601088
US Unemployment SA,8,14,0.081388888,-0.188601088,0.188601088,0.144482218,-0.188601088,0.188601088
US Unemployment SA,8,15,-0.045457593,-0.188601088,0.188601088,-0.070140742,-0.188601088,0.188601088
US Unemployment SA,8,16,-0.129588451,-0.188601088,0.188601088,-0.191796498,-0.188601088,0.188601088
US Unemployment SA,8,17,-0.025327971,-0.188601088,0.188601088,0.060255258,-0.188601088,0.188601088
US Unemployment SA,8,18,-0.023185373,-0.188601088,0.188601088,-0.018040675,-0.188601088,0.188601088
US Unemployment SA,8,19,0.070540697,-0.188601088,0.188601088,0.066519208,-0.188601088,0.188601088
US Unemployment SA,8,20,-0.004919895,-0.188601088,0.188601088,-0.087832148,-0.188601088,0.188601088
USDebt SA,8,0,1,-0.188601088,0.188601088,1,-0.188601088,0.188601088
USDebt SA,8,1,0.005753715,-0.188601088,0.188601088,0.005807488,-0.188601088,0.188601088
USDebt SA,8,2,-0.019881398,-0.188601088,0.188601088,-0.02029093,-0.188601088,0.188601088
USDebt SA,8,3,0.061297175,-0.188601088,0.188601088,0.063314591,-0.188601088,0.188601088
USDebt SA,8,4,-0.085885044,-0.188601088,0.188601088,-0.090833646,-0.188601088,0.188601088
USDebt SA,8,5,0.027720271,-0.188601088,0.188601088,0.03389587,-0.188601088,0.188601088
USDebt SA,8,6,0.020247162,-0.188601088,0.188601088,0.012817783,-0.188601088,0.188601088
USDebt SA,8,7,0.067936153,-0.188601088,0.188601088,0.08624061,-0.188601088,0.188601088
USDebt SA,8,8,-0.076217339,-0.188601088,0.188601088,-0.09810005,-0.188601088,0.188601088
USDebt SA,8,9,-0.169955531,-0.188601088,0.188601088,-0.180144669,-0.188601088,0.188601088
USDebt SA,8,10,-0.035785043,-0.188601088,0.188601088,-0.05065049,-0.188601088,0.188601088
USDebt SA,8,11,0.109578707,-0.188601088,0.188601088,0.152073969,-0.188601088,0.188601088
USDebt SA,8,12,-0.228580074,-0.188601088,0.188601088,-0.27750284,-0.188601088,0.188601088
USDebt SA,8,13,-0.068218433,-0.188601088,0.188601088,-0.107914186,-0.188601088,0.188601088
USDebt SA,8,14,-0.004039956,-0.188601088,0.188601088,-0.024093612,-0.188601088,0.188601088
USDebt SA,8,15,-0.181572022,-0.188601088,0.188601088,-0.145013763,-0.188601088,0.188601088
USDebt SA,8,16,0.095015701,-0.188601088,0.188601088,0.093696267,-0.188601088,0.188601088
USDebt SA,8,17,-0.098398948,-0.188601088,0.188601088,-0.197154064,-0.188601088,0.188601088
USDebt SA,8,18,-0.127184399,-0.188601088,0.188601088,-0.233542188,-0.188601088,0.188601088
USDebt SA,8,19,-0.059275952,-0.188601088,0.188601088,-0.07662685,-0.188601088,0.188601088
USDebt SA,8,20,-0.065585177,-0.188601088,0.188601088,-0.063507341,-0.188601088,0.188601088
USDXY SA,8,0,1,-0.188601088,0.188601088,1,-0.188601088,0.188601088
USDXY SA,8,1,-0.067536888,-0.188601088,0.188601088,-0.068168074,-0.188601088,0.188601088
USDXY SA,8,2,0.013639259,-0.188601088,0.188601088,0.009292901,-0.188601088,0.188601088
USDXY SA,8,3,-0.09914063,-0.188601088,0.188601088,-0.100878682,-0.188601088,0.188601088
USDXY SA,8,4,0.01387234,-0.188601088,0.188601088,0.00071421,-0.188601088,0.188601088
USDXY SA,8,5,-0.030329398,-0.188601088,0.188601088,-0.02958034,-0.188601088,0.188601088
USDXY SA,8,6,0.02690095,-0.188601088,0.188601088,0.014327352,-0.188601088,0.188601088
USDXY SA,8,7,-0.026582167,-0.188601088,0.188601088,-0.024266129,-0.188601088,0.188601088
USDXY SA,8,8,-0.101351221,-0.188601088,0.188601088,-0.121151813,-0.188601088,0.188601088
USDXY SA,8,9,0.085437837,-0.188601088,0.188601088,0.085190365,-0.188601088,0.188601088
USDXY SA,8,10,-0.042844464,-0.188601088,0.188601088,-0.043494163,-0.188601088,0.188601088
USDXY SA,8,11,0.05014776,-0.188601088,0.188601088,0.029644231,-0.188601088,0.188601088
USDXY SA,8,12,-0.288955017,-0.188601088,0.188601088,-0.31586582,-0.188601088,0.188601088
USDXY SA,8,13,0.192218489,-0.188601088,0.188601088,0.19768201,-0.188601088,0.188601088
USDXY SA,8,14,-0.049492555,-0.188601088,0.188601088,-0.042783426,-0.188601088,0.188601088
USDXY SA,8,15,0.049718409,-0.188601088,0.188601088,-0.007623993,-0.188601088,0.188601088
USDXY SA,8,16,0.062767575,-0.188601088,0.188601088,0.116284766,-0.188601088,0.188601088
USDXY SA,8,17,-0.030029027,-0.188601088,0.188601088,-0.060873385,-0.188601088,0.188601088
USDXY SA,8,18,0.017257396,-0.188601088,0.188601088,0.065356068,-0.188601088,0.188601088
USDXY SA,8,19,-0.041311926,-0.188601088,0.188601088,-0.08716352,-0.188601088,0.188601088
USDXY SA,8,20,0.097870089,-0.188601088,0.188601088,0.093551926,-0.188601088,0.188601088
